Name,PlateBoundaryType,Point1,Point2,Point3,Point4,Point5,Point6,Point7,Point8,Point9,Point10,Point11,Point12,Point13,Point14,Point15,Point16,Point17,Point18,Point19,Point20,Point21,Point22,Point23,Point24,Point25,Point26,Point27,Point28,Point29,Point30,Point31,Point32,Point33,Point34,Point35,Point36,Point37,Point38,Point39,Point40,Point41,Point42,Point43,Point44,Point45,Point46,Point47,Point48,Point49,Point50,Point51,Point52,Point53,Point54,Point55,Point56,Point57,Point58,Point59,Point60,Point61,Point62,Point63,Point64,Point65,Point66,Point67,Point68,Point69,Point70,Point71,Point72,Point73,Point74,Point75,Point76,Point77,Point78,Point79,Point80,Point81,Point82,Point83,Point84,Point85,Point86,Point87,Point88,Point89,Point90,Point91,Point92,Point93,Point94,Point95,Point96,Point97,Point98,geometry
African:Arabian,Divergent Boundary,"36.7299995421452 , 36.4659996029993","36.2599983212656 , 36.3889999389961","36.0229988097473 , 36.4129981994074","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(36.4659996029993, 36.3889999389961, 36.4129981994074, 36.7299995421452, 36.2599983212656, 36.0229988097473, 0, 0, 0))"
Eurasian:African,Other,"36.6510009766138 , -9.97700023677146","36.3919982912882 , -10.4289999009246","36.0979995731218 , -10.923000335497","35.8510017399384 , -11.5850000377215","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-9.97700023677146, -10.4289999009246, -10.923000335497, -11.5850000377215, 36.6510009766138, 36.3919982912882, 36.0979995731218, 35.8510017399384, 0, 0, 0, 0))"
Eurasian:African,Transform Boundary,"35.8510017399384 , -11.5850000377215","36.327999115267 , -12.1420001984504","36.8639984127965 , -12.9029998777421","37.3950004574052 , -13.6750001911059","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-11.5850000377215, -12.1420001984504, -12.9029998777421, -13.6750001911059, 35.8510017399384, 36.327999115267, 36.8639984127965, 37.3950004574052, 0, 0, 0, 0))"
North American:African,Divergent Boundary,"36.0789985656314 , -34.1419982910882","35.6160011290489 , -34.3349990848399","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-34.1419982910882, -34.3349990848399, 36.0789985656314, 35.6160011290489, 0, 0))"
North American:African,Transform Boundary,"35.6160011290489 , -34.3349990848399","35.6249999999501 , -34.458999633826","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-34.3349990848399, -34.458999633826, 35.6160011290489, 35.6249999999501, 0, 0))"
North American:Philippine,Other,"35.013999939046 , 139.233993530477","35.0340003964012 , 138.673995971637","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(139.233993530477, 138.673995971637, 35.013999939046, 35.0340003964012, 0, 0))"
North American:African,Divergent Boundary,"35.6249999999501 , -34.458999633826","35.009998321965 , -34.7459983826192","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-34.458999633826, -34.7459983826192, 35.6249999999501, 35.009998321965, 0, 0))"
North American:African,Transform Boundary,"35.009998321965 , -34.7459983826192","35.1479988096974 , -35.557998657412","35.27999877972 , -36.3730010985218","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-34.7459983826192, -35.557998657412, -36.3730010985218, 35.009998321965, 35.1479988096974, 35.27999877972, 0, 0, 0))"
North American:Philippine,Transform Boundary,"34.8600006101401 , 139.429000854706","35.013999939046 , 139.233993530477","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(139.429000854706, 139.233993530477, 34.8600006101401, 35.013999939046, 0, 0))"
North American:Philippine,Other,"34.7130012515066 , 139.923004150022","34.8600006101401 , 139.429000854706","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(139.923004150022, 139.429000854706, 34.7130012515066, 34.8600006101401, 0, 0))"
North American:African,Divergent Boundary,"35.27999877972 , -36.3730010985218","34.693000793252 , -36.6230010989215","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-36.3730010985218, -36.6230010989215, 35.27999877972, 34.693000793252, 0, 0))"
North American:African,Transform Boundary,"34.693000793252 , -36.6230010989215","34.7120018007425 , -36.7849998470653","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-36.6230010989215, -36.7849998470653, 34.693000793252, 34.7120018007425, 0, 0))"
Eurasian:Arabian,Transform Boundary,"36.5719985961583 , 44.3569984437232","37.097999572922 , 44.020000457655","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(44.3569984437232, 44.020000457655, 36.5719985961583, 37.097999572922, 0, 0))"
North American:African,Divergent Boundary,"34.7120018007425 , -36.7849998470653","34.5540008547557 , -36.8619995119678","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-36.7849998470653, -36.8619995119678, 34.7120018007425, 34.5540008547557, 0, 0))"
North American:African,Transform Boundary,"34.5540008547557 , -36.8619995119678","34.5670013427379 , -37.046001433919","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(-36.8619995119678, -37.046001433919, 34.5540008547557, 34.5670013427379, 0, 0))"
North American:Philippine,Other,"34.5289993286561 , 140.869995117281","34.631000518759 , 140.44000244096","34.7130012515066 , 139.923004150022","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(140.869995117281, 140.44000244096, 139.923004150022, 34.5289993286561, 34.631000518759, 34.7130012515066, 0, 0, 0))"
North American:Philippine,Transform Boundary,"34.4389991757714 , 141.104003906355","34.5289993286561 , 140.869995117281","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(141.104003906355, 140.869995117281, 34.4389991757714, 34.5289993286561, 0, 0))"
Eurasian:African,Convergent Boundary,"34.3292916087208 , 32.7895695677814","34.4869995115183 , 32.1720008847331","34.6339988710511 , 31.7399997713724","34.8260002140387 , 31.2560005192087","34.9910011293987 , 30.7929992677021","35.1539993283064 , 30.2210006716437","35.4269981383534 , 29.7310008999716","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(32.7895695677814, 32.1720008847331, 31.7399997713724, 31.2560005192087, 30.7929992677021, 30.2210006716437, 29.7310008999716, 34.3292916087208, 34.4869995115183, 34.6339988710511, 34.8260002140387, 34.9910011293987, 35.1539993283064, 35.4269981383534, 0, 0, 0, 0, 0, 0, 0))"
North American:Pacific,Convergent Boundary,"55.208999633926 , 164.065994262325","54.7736767720654 , 163.741387002308","54.3157952377601 , 163.448825633696","53.724963687824 , 163.020201781287","53.1447204579828 , 162.490264196735","52.8305132198093 , 162.227494574215","52.5138898621275 , 161.879867802157","52.1053758219367 , 161.453225327987","51.5386876677018 , 160.744894619691","50.7970179697036 , 159.936573158425","50.3663257818095 , 159.4470388012","49.9833473930678 , 159.037610066851","49.764762715427 , 158.726088203408","49.4292135083967 , 158.281056969404","49.0913401564231 , 157.675814491446","48.6590003970508 , 157.024002075535","48.1829986575621 , 156.352996825843","47.7249984739005 , 155.742004394787","47.2630004880821 , 155.141006469573","46.8530006410668 , 154.664001464396","46.4399986268352 , 154.195007324129","45.8969993590333 , 153.527999877493","45.4929905292896 , 152.972961085086","45.1151952104906 , 152.299906434235","44.7039985654815 , 151.419006347365","44.446998596608 , 150.876998901378","44.1870002745431 , 150.339004516345","43.6562821072335 , 149.323646533161","43.1054785416015 , 148.480909231276","42.5461681844142 , 147.564592263023","42.2129620143855 , 146.981481464798","41.9690074968985 , 146.451921658458","41.7346551488161 , 145.876021695445","41.5532012094683 , 145.501215198823","41.2944062477502 , 145.096662155134","40.9856207784762 , 144.738824718886","40.7834991972302 , 144.592866314729","40.5489997866109 , 144.479003905906","40.3670005802127 , 144.399002075585","40.2029991147174 , 144.328002929292","40.067001342538 , 144.283004760761","39.9280014040416 , 144.253997802656","39.7669982908385 , 144.225006103349","39.5569992069479 , 144.235992431905","39.3740005488863 , 144.203002929542","39.130804938697 , 144.161129237824","38.8987506417288 , 144.131378686977","38.6884045760104 , 144.08084949271","38.5130599597494 , 144.042064569325","38.3448165954096 , 144.01537098858"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(164.065994262325, 163.741387002308, 163.448825633696, 163.020201781287, 162.490264196735, 162.227494574215, 161.879867802157, 161.453225327987, 160.744894619691, 159.936573158425, 159.4470388012, 159.037610066851, 158.726088203408, 158.281056969404, 157.675814491446, 157.024002075535, 156.352996825843, 155.742004394787, 155.141006469573, 154.664001464396, 154.195007324129, 153.527999877493, 152.972961085086, 152.299906434235, 151.419006347365, 150.876998901378, 150.339004516345, 149.323646533161, 
148.480909231276, 147.564592263023, 146.981481464798, 146.451921658458, 145.876021695445, 145.501215198823, 145.096662155134, 144.738824718886, 144.592866314729, 144.479003905906, 144.399002075585, 144.328002929292, 144.283004760761, 144.253997802656, 144.225006103349, 144.235992431905, 144.203002929542, 144.161129237824, 144.131378686977, 144.08084949271, 144.042064569325, 144.01537098858, 143.988831339395, 143.946925271184, 143.843002318902, 143.742996215403, 143.636993408219, 143.518005370951, 
143.408004760711, 143.262662599899, 143.137710285801, 143.000857752084, 142.88699340792, 142.780703674735, 142.680999756034, 142.606002807584, 142.530799047438, 142.447497504706, 142.32499694845, 142.220993041895, 142.169998168781, 142.09049089364, 142.029006957705, 141.992004394387, 141.882995605063, 55.208999633926, 54.7736767720654, 54.3157952377601, 53.724963687824, 53.1447204579828, 52.8305132198093, 52.5138898621275, 52.1053758219367, 51.5386876677018, 50.7970179697036, 50.3663257818095, 49.9833473930678, 
49.764762715427, 49.4292135083967, 49.0913401564231, 48.6590003970508, 48.1829986575621, 47.7249984739005, 47.2630004880821, 46.8530006410668, 46.4399986268352, 45.8969993590333, 45.4929905292896, 45.1151952104906, 44.7039985654815, 44.446998596608, 44.1870002745431, 43.6562821072335, 43.1054785416015, 42.5461681844142, 42.2129620143855, 41.9690074968985, 41.7346551488161, 41.5532012094683, 41.2944062477502, 40.9856207784762, 40.7834991972302, 40.5489997866109, 40.3670005802127, 40.2029991147174, 
40.067001342538, 39.9280014040416, 39.7669982908385, 39.5569992069479, 39.3740005488863, 39.130804938697, 38.8987506417288, 38.6884045760104, 38.5130599597494, 38.3448165954096, 38.1764625694921, 37.9407829021093, 37.7099990845902, 37.4790000916809, 37.2900009159096, 37.0589981080763, 36.8600006106397, 36.6734094334986, 36.5425070086915, 36.3937542544553, 36.2639999392459, 36.1557498467781, 36.0639991761211, 36.000999450864, 35.8582443383056, 35.6856911430319, 35.502998352492, 35.3330001833119, 35.2169990535635, 
35.0490293529223, 34.8889999392958, 34.6660003665237, 34.2130012516066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))"
North American:Philippine,Other,"34.2130012516066 , 141.882995605063","34.3559989931591 , 141.440994262575","34.4389991757714 , 141.104003906355","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA","NA , NA"," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , "," , ","list(c(141.882995605063, 141.440994262575, 141.104003906355, 34.2130012516066, 34.3559989931591, 34.4389991757714, 0, 0, 0))"
